X1;X2;X3;X4;X5;X6;X7;X8;Y;A
-0.017266059;-0.306388108;1.283225993;0.633857318;4;-0.069064235;0.4017751;0.02116046;45.55238547;0
-1.23155831;0.511485842;0.478367119;0.006340796;2;-2.46311662;4.02E-05;-1.259849279;45.99956877;1
0.109879347;1.138686361;1.13481079;0.645566779;3;0.329638041;0.416756466;0.375354342;46.87712487;0
1.234558129;-0.255764155;-2.444254498;0.056820313;4;4.938232514;0.003228548;-1.263022869;66.97720318;1
0.637734022;-1.603374547;0.345749486;0.066643452;3;1.913202067;0.00444135;-3.067579497;62.58276382;1
1.652027091;-4.254885544;-3.344274708;0.000503779;1;1.652027091;2.54E-07;-7.029186187;65.88239555;1
-0.888986729;2.226193153;1.109815839;0.081183477;3;-2.666960186;0.006590757;-5.937168507;42.06563347;0
-1.045072307;-0.566652526;1.117884977;0.004300542;1;-1.045072307;1.85E-05;0.592192863;48.03244483;1
2.108562413;-1.564220558;-0.431172049;0.773329838;4;8.434249654;0.598039038;-13.1930267;68.54799567;1
0.085076037;-0.056847059;-1.507532695;0.01137789;3;0.255228112;0.000129456;-0.014508968;55.87027987;1
0.632740034;-2.28400843;1.092956809;0.362284754;3;1.898220101;0.131250243;-4.335550712;63.11417729;1
0.06713425;0.320763002;2.475655614;0.059463771;2;0.134268499;0.00353594;0.043068367;45.83205316;0
0.770970329;4.050530845;0.459194298;0.001706458;3;2.312910988;2.91E-06;9.368517299;50.89303275;1
0.412178326;2.064077591;-0.224208385;0.201595443;0;0;0.040640723;0;41.13302048;1
0.874410345;0.705940156;0.212741012;0.027082075;2;1.74882069;0.000733439;1.234562751;46.97876707;0
-0.698545004;2.807082146;0.428401733;0.900732735;3;-2.095635011;0.811319461;-5.882619625;44.37508059;1
-0.977011014;2.598796083;-0.756809666;0.631455224;4;-3.908044057;0.3987357;-10.15620959;38.71175596;0
-0.797515452;-2.535993374;1.215578031;0.018814479;2;-1.595030904;0.000353985;4.044987805;60.40627426;1
-0.87463839;0.21100987;-1.707952219;0.183471903;4;-3.498553559;0.033661939;-0.738229332;53.65522218;1
-0.79629193;-0.432336441;0.197724933;0.008364939;4;-3.18516772;7.00E-05;1.377064076;46.12559402;0
0.236089768;-2.106773827;-0.525361734;0.128273138;2;0.472179537;0.016453998;-0.99477549;59.67410208;1
-0.745648174;-2.48210107;1.924489425;0.722701609;2;-1.491296348;0.522297615;3.701548262;60.95590744;1
1.135280503;2.53837222;1.263532098;0.041493735;3;3.405841508;0.00172173;8.645293469;55.80351876;1
-0.574210679;-1.35172734;-0.127160792;0.37178901;4;-2.296842714;0.138227068;3.104705092;62.94561766;1
0.249245011;-0.186917701;1.683046947;8.63E-05;2;0.498490022;7.45E-09;-0.093176609;45.04817596;0
2.568922015;-1.412558846;2.12337694;0.024084589;2;5.137844031;0.000580067;-7.257507035;44.15791887;0
-0.756585464;2.99424957;-1.637095466;0.00031655;2;-1.513170928;1.00E-07;-4.5308114;38.26155083;1
0.836214067;0.975175741;-0.217766562;0.083701468;5;4.181070334;0.007005936;4.07727836;66.49910042;1
-2.134439013;2.428627352;-0.590064553;0.014863374;6;-12.80663408;0.00022092;-31.1025418;31.15639699;0
0.814074525;-4.676875892;0.694875925;0.369961034;3;2.442223575;0.136871167;-11.42197656;42.78016299;0
0.388909001;0.414971682;-0.793934307;4.05E-06;4;1.555636005;1.64E-11;0.645544889;47.15100208;0
-2.004958371;2.627220412;0.132618899;0.006090946;2;-4.009916742;3.71E-05;-10.53493511;40.83823415;0
0.783567305;1.658520113;-1.846457299;0.384509124;3;2.350701914;0.147847267;3.898686404;55.0644457;1
1.417588726;-1.035203051;-2.062834884;0.002843896;4;5.670354905;8.09E-06;-5.869968701;43.15653598;0
-0.567356191;-1.207389547;0.152527469;0.452036287;3;-1.702068572;0.204336805;2.055059803;56.44260588;1
2.23278307;-1.359036504;-1.637384607;0.060797026;2;4.465566139;0.003696278;-6.068867392;62.42382556;1
-0.664188429;0.982713929;1.141806865;0.423192785;4;-2.656753717;0.179092133;-2.610828883;43.99797002;0
0.509206518;-1.887457405;0.833912482;0.301320374;4;2.03682607;0.090793968;-3.844422449;46.01073995;0
2.231560414;-0.098064181;-1.664541842;0.075518684;2;4.463120829;0.005703072;-0.43767229;58.97348568;1
-0.131547867;1.103094859;1.369126019;0.206128994;4;-0.526191469;0.042489162;-0.580439104;54.97469991;1
-1.346516232;0.22854161;-0.147061991;0.10531475;3;-4.039548696;0.011091197;-0.923204961;44.96847517;0
-0.262728889;-0.46379455;1.016099898;0.589490339;2;-0.525457778;0.34749886;0.243704454;52.72175117;1
0.522407882;2.224596232;1.292238124;0.0001389;2;1.044815763;1.93E-08;2.32429321;47.31320288;0
-0.714641743;0.594412245;1.491542637;0.023878722;5;-3.573208715;0.000570193;-2.123959013;57.5650858;1
-2.481749182;2.077571579;1.102537262;0.655460562;3;-7.445247545;0.429628548;-15.4680347;33.43462436;1
1.177075821;2.476793591;3.824175706;0.001117717;3;3.531227463;1.25E-06;8.746121548;58.40493948;1
-0.369949388;0.836761043;0.993353378;0.285277003;1;-0.369949388;0.081382969;-0.309559236;46.21590819;1
-1.398994181;-0.174512723;-0.126386079;0.083993772;3;-4.196982542;0.007054954;0.732426851;44.60262305;0
0.321161725;-2.714265863;-0.312769641;0.184330008;2;0.64232345;0.033977552;-1.743436614;45.7169146;0
-0.562431988;-2.151424314;-1.213073342;0.930771054;4;-2.249727953;0.866334755;4.840119416;65.15785056;1
-0.098211679;1.456614218;0.321973563;0.072126666;4;-0.392846715;0.005202256;-0.57222611;53.14227671;1
0.066678317;-1.673042169;2.363075841;0.239129349;2;0.133356635;0.057182845;-0.223111273;45.12229672;0
-1.06425337;-1.814184776;-0.793013209;0.238039646;4;-4.257013482;0.056662873;7.723009048;46.84876818;0
-2.047338648;-1.608895071;0.840443209;0.270644533;2;-4.094677296;0.073248463;6.587906118;47.36546305;0
0.379752008;2.875411363;0.913100881;0.002152429;1;0.379752008;4.63E-06;1.09194324;40.77182819;1
0.76816482;-1.718605638;-0.922535835;0.012525598;4;3.072659281;0.000156891;-5.280689562;45.7927202;0
-0.279327068;3.85213674;1.489755499;0.010005578;4;-1.117308271;0.000100112;-4.304024241;44.86552148;0
1.550938418;-0.418995347;-1.80675462;0.262326263;0;0;0.068815068;0;43.95295577;0
-1.393612916;0.638604777;-0.291515537;0.043338191;4;-5.574451662;0.001878199;-3.559871458;41.87975714;0
-0.193237663;1.3503611;-3.48859732;0.001781971;2;-0.386475326;3.18E-06;-0.521881246;44.76327463;0
-0.433051631;1.127214754;0.537897111;0.014291306;2;-0.866103262;0.000204241;-0.976284376;45.56456168;1
-0.58649359;1.970322348;0.700967588;0.783912832;3;-1.759480771;0.614519329;-3.466744284;46.32407769;1
-0.816585024;4.262453624;0.257324222;0.065291136;3;-2.449755071;0.004262932;-10.44196738;34.87789241;1
-0.554628949;0.829190874;1.063302491;0.263522479;6;-3.327773697;0.069444097;-2.759359579;44.63461275;0
0.590741744;1.831565233;1.455998887;0.118249063;2;1.181483488;0.013982841;2.163964081;48.58725592;1
0.788055301;-2.707903991;-0.131790824;0.245818777;6;4.728331806;0.060426871;-12.80386857;42.29125354;0
-0.298156682;2.055184615;0.337138512;0.258700304;8;-2.385253458;0.066925847;-4.902136211;43.69955896;0
-1.054142111;0.668612528;5.701505377;0.052681615;4;-4.216568444;0.002775353;-2.819250489;44.62144429;0
-0.086136388;-0.916447024;-0.795822261;0.201563841;3;-0.258409164;0.040627982;0.236818309;44.44182873;0
-1.31259995;-0.67449452;-0.257230696;0.291660161;2;-2.6251999;0.085065649;1.770682946;44.19102258;0
-0.659927969;0.231783762;4.728437318;0.018488841;3;-1.979783907;0.000341837;-0.458881761;44.36115519;0
1.440798943;2.532578685;-0.613602645;0.804840158;4;5.76319577;0.647767681;14.59574677;63.23905653;1
0.363937147;1.375547045;5.163437248;0.516898927;2;0.727874295;0.267184501;1.001225335;48.34026871;0
0.896198702;2.08376489;-0.725455519;0.463283613;3;2.688596106;0.214631706;5.602402169;53.73636751;1
0.402186908;-4.427816652;0.676048747;0.503011466;2;0.804373816;0.253020535;-3.561619777;45.61186074;0
0.569441571;-2.108687662;0.115785755;0.335780708;5;2.847207855;0.112748684;-6.003872077;43.9316534;0
0.803626878;0.798702854;-0.199925455;0.103025815;2;1.607253756;0.010614318;1.283718163;45.90429021;0
-0.440824674;1.998909625;-1.124609628;0.653790015;3;-1.322474022;0.427441384;-2.643506052;48.43574564;1
0.556718855;-2.455244998;0.20490954;0.573315214;3;1.670156566;0.328690335;-4.100643554;43.62996374;0
-0.335833622;1.540448453;1.472757758;0.262165776;1;-0.335833622;0.068730894;-0.517334383;46.58074361;0
-1.224370081;-1.176579626;1.296496918;0.236757353;3;-3.673110244;0.056054044;4.321706679;55.47605951;1
-0.345877996;3.287515321;0.043658685;0.864895889;3;-1.037633989;0.748044898;-3.411237635;43.07286155;1
0.205639529;1.466554236;-0.610240295;0.097305315;1;0.205639529;0.009468324;0.301581522;44.85470308;0
-0.67142096;2.229161647;-1.848838944;0.330708365;3;-2.014262879;0.109368023;-4.490117556;42.34741184;1
0.415357036;-0.793677163;1.80832965;0.13258166;3;1.246071107;0.017577897;-0.988978181;44.30693825;0
0.788830999;0.914260969;0.611309435;0.033764815;2;1.577661999;0.001140063;1.442394788;52.41721213;1
-1.509092983;2.690986211;1.403012172;0.753087736;4;-6.036371931;0.567141138;-16.24379363;37.81269726;0
0.679165572;-2.470335472;0.214908644;0.089050211;5;3.395827859;0.00792994;-8.388834018;42.65002401;0
-1.069135992;0.378178744;-0.557772999;0.142010066;1;-1.069135992;0.020166859;-0.404324506;43.53213851;0
0.037956466;-1.93460676;-1.346154097;0.222402931;4;0.151825862;0.049463064;-0.293723339;65.30140277;1
-1.434429409;-0.656208933;-1.510932317;0.187047893;4;-5.737717636;0.034986914;3.765141566;45.45746765;0
-0.45701671;-3.013028634;0.312214756;0.457563068;6;-2.742100258;0.209363961;8.262026593;76.96420036;1
0.431291359;0.435675547;-0.044566398;0.028866257;0;0;0.000833261;0;44.54637147;0
-0.807237414;-3.596089778;-0.962847064;0.126799167;5;-4.036187068;0.016078029;14.51449106;77.97399754;1
-0.571073889;-1.084398009;-0.768370179;0.013969614;4;-2.284295554;0.00019515;2.477085552;47.35936251;0
-1.093182893;0.053715772;0.235248239;0.7345993;4;-4.372731571;0.539636132;-0.234884651;44.98430309;0
0.152207756;-3.188691118;-0.601569555;0.681721693;2;0.304415512;0.464744467;-0.970687039;62.79115312;1
-0.304780978;2.533048823;-0.499952;0.006334161;3;-0.914342933;4.01E-05;-2.316075291;44.1042994;1
0.888096099;-2.659609122;-0.689363599;0.126263878;4;3.552384395;0.015942567;-9.447953942;42.36203528;0
0.40848933;-0.808114103;0.423356802;0.018056351;2;0.81697866;0.000326032;-0.660211977;54.18349117;1
-0.688712334;-1.177056665;-3.233518196;0.000252796;3;-2.066137001;6.39E-08;2.431960328;57.99483905;1
0.089393273;0.781560013;1.112337585;0.14758486;2;0.178786546;0.021781291;0.139732415;48.79526934;1
-1.292389877;2.054824099;0.731532068;0.642734672;2;-2.584779755;0.413107859;-5.311267732;39.3271605;1
0.268084012;0.678263088;0.331237283;0.331955947;2;0.536168023;0.110194751;0.363662979;46.36324352;0
0.181196121;-0.505991457;0.997913203;0.946549357;2;0.362392241;0.895955685;-0.183367378;44.82409677;0
0.654143681;-1.250665888;-0.155171443;0.204536256;2;1.308287362;0.04183508;-1.636230375;45.24177895;0
-1.868140293;-0.210124289;-0.500932529;0.024977629;3;-5.60442088;0.000623882;1.177624952;49.62632594;1
0.950240744;1.099035278;2.129844049;0.006427764;3;2.850722231;4.13E-05;3.1330443;57.98422609;1
1.790179983;3.900230244;-0.241181382;0.169262103;4;7.160719933;0.02864966;27.92845645;66.22985384;1
0.861084681;-1.918338351;0.791627101;0.12668604;4;3.444338724;0.016049353;-6.607407069;42.66004631;0
-1.112187711;-0.068244372;1.206181788;0.004032061;2;-2.224375423;1.63E-05;0.151801104;48.0122705;1
-2.437575613;-1.849250554;1.233759853;0.183421455;1;-2.437575613;0.03364343;4.507688053;48.09943032;1
-0.244272649;2.412106165;1.360901972;0.18727253;3;-0.732817946;0.035071001;-1.767634685;45.50012947;1
0.813455266;-1.074419576;-0.872261879;0.987582603;2;1.626910532;0.975319397;-1.747984523;45.39798212;0
0.439778342;2.370900446;1.984756945;0.00179099;4;1.759113369;3.21E-06;4.170682671;57.46309207;1
-1.84900494;-0.816259823;-0.759044797;0.233721669;1;-1.84900494;0.054625818;1.509268444;45.68286057;1
-0.062201974;0.439228747;2.353517376;0.745814033;2;-0.124403949;0.556238572;-0.054641791;51.02686675;1
0.626769499;-0.015746728;1.402426602;0.004667012;3;1.880308498;2.18E-05;-0.029608707;58.75236245;1
-0.999962917;2.16666883;-0.122694863;0.748433113;1;-0.999962917;0.560152124;-2.166588483;43.69676725;0
-0.528860797;-0.286161612;0.717232714;0.19963278;4;-2.115443187;0.039853247;0.605358633;57.93617446;1
-0.514738179;7.055459795;7.645559441;0.131647537;1;-0.514738179;0.017331074;-3.631714524;45.01543354;0
0.595508417;-1.149703154;-4.6730395;0.354665481;2;1.191016834;0.125787603;-1.36931581;59.23395762;1
0.097315562;-0.049460826;-0.061689647;0.268681183;4;0.389262249;0.072189578;-0.019253232;47.00496169;0
-1.408320606;-3.866390094;0.192257866;0.392997151;4;-5.633282422;0.154446761;21.78046736;74.43979615;1
0.646715233;1.147268777;-1.161712389;0.118800306;4;2.586860932;0.014113513;2.967824777;59.27672522;1
0.484427152;1.587597156;2.330099295;0.672989487;2;0.968854304;0.45291485;1.538150337;50.46360422;1
-0.503534414;0.130755769;0.220495936;0.002247716;1;-0.503534414;5.05E-06;-0.06584003;45.02409823;0
-0.444397172;-1.391270851;0.107468399;0.283244387;3;-1.333191517;0.080227383;1.854830496;60.14073246;1
0.112184385;0.254622467;-0.775148838;0.058891467;0;0;0.003468205;0;43.57222104;1
-0.819589698;-1.639818273;-2.070770707;0.000100824;0;0;1.02E-08;0;43.74788894;0
-0.368029328;3.219899206;-1.23571761;0.242835528;3;-1.104087984;0.058969094;-3.555052025;43.78629233;0
-0.521040384;1.379113563;-1.174568855;0.063731294;6;-3.126242306;0.004061678;-4.311443166;58.22078052;1
-1.233089521;-3.983970659;-0.301603394;0.306123353;3;-3.699268563;0.093711507;14.73777741;69.37773495;1
-0.337310937;0.693705704;1.198617295;0.017017721;1;-0.337310937;0.000289603;-0.233994521;43.69061835;0
-0.37251406;-1.866764191;-0.223125319;0.386741394;3;-1.117542181;0.149568906;2.086187725;60.09812136;1
-0.212576143;-1.911223133;-3.528705067;0.012128384;2;-0.425152285;0.000147098;0.812560883;57.06551569;1
-1.058261087;-1.557844091;-0.312167463;0.148031982;4;-4.233044347;0.021913468;6.594423124;62.54960288;1
-0.781843883;0.321915087;0.350302999;0.02950168;3;-2.345531649;0.000870349;-0.755062025;52.13500311;1
-0.300076395;-2.35629999;0.39959942;0.253537655;3;-0.900229184;0.064281343;2.121210017;45.1575835;0
-0.749436017;-3.412850113;1.95263195;0.084006304;5;-3.747180083;0.007057059;12.78856397;47.98501432;0
-1.644710426;3.313136479;-0.274136017;0.636411649;5;-8.223552132;0.405019787;-27.24575055;33.26682033;0
0.956825896;-1.850398035;-0.528265196;0.088784256;2;1.913651793;0.007882644;-3.541017517;60.83794427;1
-1.169629499;4.999414643;0.388830077;0.002013365;3;-3.508888498;4.05E-06;-17.54238854;38.54026746;0
-0.822892959;0.485366747;1.012722465;0.022072047;4;-3.291571834;0.000487175;-1.597619514;53.46984086;1
-2.313637738;2.665440536;1.092803974;0.022079173;2;-4.627275475;0.00048749;-12.33372762;39.64660268;0
1.537847809;0.075915627;3.541240679;0.869381701;5;7.689239044;0.755824543;0.583733402;69.93981849;1
-1.523297233;-3.914287064;1.091530362;0.690940018;4;-6.093188931;0.477398108;23.85049061;76.09030375;1
1.60262927;1.704007839;2.651522766;0.814995023;4;6.410517079;0.664216888;10.92357135;67.27195346;1
0.30759144;-0.508975778;0.545871991;0.086542876;3;0.922774319;0.007489669;-0.469669777;44.52366939;0
-0.255262287;-0.736483386;-0.000924435;0.240019644;4;-1.02104915;0.057609429;0.751985735;60.83363494;1
-1.013334181;-0.123210172;-0.012257655;0.086482611;4;-4.053336725;0.007479242;0.499412314;54.79336849;1
0.683084956;1.661084854;0.2255418;0.24312818;3;2.049254869;0.059111312;3.403986225;53.30062862;1
1.221624843;1.700126786;0.317387232;0.47674859;4;4.886499373;0.227289218;8.307668476;62.90644272;1
0.077837789;-3.13559322;-0.27262729;0.04404986;1;0.077837789;0.00194039;-0.244067644;59.93073763;1
-0.114398126;0.266943179;0.169024517;0.20114079;3;-0.343194378;0.040457617;-0.091613398;46.13043585;0
-1.427782372;3.380551376;-0.781200606;0.003338554;5;-7.138911859;1.11E-05;-24.13345831;33.35328172;0
1.156234864;-0.857847023;1.140740691;0.133156785;2;2.312469728;0.017730729;-1.983745272;60.04932965;1
-0.521820436;0.017464221;-1.352493925;0.061239036;3;-1.565461309;0.00375022;-0.027339563;44.57370926;0
-1.386762052;1.309754975;-0.313493608;0.639860392;3;-4.160286156;0.409421321;-5.448955491;44.53604479;1
1.455068505;3.302519569;0.292590531;0.534202203;3;4.365205516;0.285371993;14.41617664;57.3734801;1
0.114480958;-3.097622378;1.049808818;0.032756719;5;0.572404788;0.001073003;-1.77309388;73.80407803;1
0.442207797;-1.368028467;-0.555631116;0.407185625;4;1.76883119;0.165800134;-2.419811421;66.43835153;1
0.439765577;2.893841229;-1.014349329;0.097028532;4;1.759062307;0.009414536;5.090447029;48.39334942;0
-1.106101038;0.317197996;-1.115110035;0.545481781;4;-4.424404153;0.297550373;-1.403412133;43.09386162;0
1.638325032;2.283264061;0.143263083;0.502180305;1;1.638325032;0.252185059;3.740728667;45.8267645;0
0.706597799;-0.074829378;-1.681355012;0.33636545;1;0.706597799;0.113141716;-0.052874274;52.91696443;1
-0.890172206;0.754508938;-0.076105079;0.511950453;3;-2.670516618;0.262093266;-2.014928658;42.35938123;0
-0.941879954;-1.420391141;1.154432081;0.403349674;2;-1.883759908;0.16269096;2.675675885;53.642711;1
-0.555032938;-0.324677057;1.603096634;0.102800199;2;-1.110065876;0.010567881;0.360412922;45.13143906;0
1.543979475;1.196990756;0.213968626;0.098963297;2;3.087958949;0.009793734;3.696258318;56.12085726;1
0.034907474;1.560257229;-0.231668243;7.65E-05;4;0.139629897;5.85E-09;0.217858556;53.35531646;1
-0.397731957;-1.776291775;-0.632499087;0.371374992;4;-1.590927829;0.137919384;2.825952017;65.84325654;1
0.373332946;-0.945160142;0.170055311;0.472152365;3;1.119998838;0.222927855;-1.058578261;45.46506655;0
-0.894859196;0.930609585;0.383954483;0.021449035;4;-3.579436783;0.000460061;-3.331058179;44.19069379;0
-0.577505278;3.356591772;-0.202962293;0.665131501;4;-2.310021111;0.442399913;-7.753797854;43.25771786;0
-1.148285975;-1.752541596;0.380908824;0.091325271;3;-3.444857925;0.008340305;6.037256806;61.76299216;1
0.181730487;-3.128127559;0.224706133;0.356886101;2;0.363460975;0.127367689;-1.136952292;44.41938453;0
0.542728646;1.244394915;0.996249557;3.50E-06;4;2.170914584;1.23E-11;2.701475069;48.45261043;0
0.280943713;1.621365652;0.393811098;0.286931584;4;1.123774851;0.082329734;1.822049944;58.06118029;1
-1.290410351;-0.030627984;0.06247166;0.985551289;3;-3.871231054;0.971311343;0.118568002;43.4708753;0
-0.77457466;-0.530649786;3.848514186;0.726369244;3;-2.323723979;0.527612278;1.233083632;55.58044283;1
-1.504606476;1.261140823;-0.045760692;0.477822854;7;-10.53224533;0.22831468;-13.28264455;37.13865088;0
0.437801328;0.315526395;-0.193700213;0.297934625;5;2.189006638;0.088765041;0.690689374;63.20712959;1
-1.590136708;-1.662702614;-1.144896529;0.339760843;4;-6.360546831;0.11543743;10.57569784;60.47322654;1
1.798055872;0.709234183;-0.778436831;0.030531167;1;1.798055872;0.000932152;1.275242687;48.27457743;0
-0.436694721;-0.88130629;0.367801141;0.030144972;4;-1.746778886;0.000908719;1.539447219;61.19279934;1
-0.543931511;-1.035244663;-1.427108549;0.002090046;2;-1.087863021;4.37E-06;1.126204387;45.12270926;0
0.647875111;-2.242526994;-2.28964204;0.005091762;2;1.295750222;2.59E-05;-2.905754851;60.34875549;1
0.134625576;-0.829556434;0.724848255;0.033514386;2;0.269251152;0.001123214;-0.223359026;44.77423387;0
1.053606812;1.193344947;-3.00303226;0.447830469;2;2.107213624;0.200552129;2.514632731;52.74419341;1
0.093560049;-1.573618093;1.310877729;0.019646243;4;0.374240196;0.000385975;-0.588911143;65.16614683;1
1.080967779;0.711823053;-0.852247181;0.381517175;3;3.242903337;0.145555355;2.308373354;58.9912005;1
0.150243723;-2.738175124;-2.33181813;0.000273536;2;0.300487446;7.48E-08;-0.82278725;60.3945773;1
-0.97026601;2.487295402;1.095632953;0.016653364;3;-2.910798031;0.000277335;-7.240014561;40.83792446;0
1.649607615;-4.471697744;1.758661578;0.09495402;5;8.248038075;0.009016266;-36.88273325;33.63272393;0
-0.97080012;-1.079455601;-7.594282634;0.452177562;4;-3.883200481;0.204464547;4.19174251;46.47778482;0
-0.414247959;0.423702324;-3.281793652;0.540028643;4;-1.656991836;0.291630936;-0.702071292;47.5809017;0
-0.419648829;-1.458217759;-0.053241295;0.204244649;3;-1.258946486;0.041715877;1.835818124;47.39780617;0
-0.920381256;3.277089787;0.18993354;0.257638404;1;-0.920381256;0.066377547;-3.016172015;43.83019284;0
-0.511861096;0.178386379;-0.966870681;0.01373994;6;-3.071166574;0.000188786;-0.547854284;61.5340475;1
0.413064004;-0.075373653;0.560627763;0.627907466;2;0.826128009;0.394267786;-0.062268286;56.16552861;1
0.973111829;0.915732442;0.654294117;0.024141244;3;2.919335486;0.0005828;2.673330213;48.13726002;0
0.13456907;1.468953703;-0.321548229;0.007875438;4;0.538276279;6.20E-05;0.790702934;45.66348833;0
0.855850771;1.535999805;-4.422497979;0.574679378;1;0.855850771;0.330256388;1.314586618;45.42423148;0
-0.311905836;-0.547944771;0.384173068;0.005518159;4;-1.247623344;3.05E-05;0.683628688;46.62115482;0
0.406362861;0.789877242;0.938371863;0.42909485;2;0.812725723;0.184122391;0.641953553;49.98742801;1
